Transaction Name,Organization Location,Organization Industries,Organization Name,Funding Type,Money Raised,Announced Date,Number of Investors,Lead Investors,Funding Stage
Series A - Cortexmara AI,"Los Angeles, California, United States","SaaS, Generative AI",Cortexmara AI,Series A,"$24,100,000","Nov 20, 2025",3,"Crescent Capital, Harbor Capital Partners",Early Stage Venture
Series D - Fablebeacon Cloud,"San Francisco, California, United States","AI Infrastructure, Generative AI",Fablebeacon Cloud,Series D,"$596,500,000","Sep 6, 2025",4,Harbor VC,Late Stage Venture
Seed - Zenith AI,"Seattle, Washington, United States",SaaS,Zenith AI,Seed,"$4,800,000","Sep 19, 2025",3,"Keystone Ventures, Meridian VC",Seed
Series B - Vant Intelligence,"New York, New York, United States","Generative AI, AI Infrastructure",Vant Intelligence,Series B,"$164,000,000","Mar 5, 2026",4,"Redwood Ventures, Union Square Capital",Early Stage Venture
Series D - Cobalt Logic,"San Jose, California, United States",AI Infrastructure,Cobalt Logic,Series D,"$629,400,000","Feb 5, 2026",7,"Keystone Ventures, Ascent VC",Late Stage Venture
Seed - Solaceparse Labs,"Austin, Texas, United States","SaaS, AI Infrastructure",Solaceparse Labs,Seed,"$4,400,000","Oct 2, 2025",4,Harbor Growth,Seed
Series B - Aetherreify Dynamics,"New York, New York, United States","SaaS, Foundational AI",Aetherreify Dynamics,Series B,"$60,600,000","Nov 15, 2025",2,Foundry Partners,Early Stage Venture
Seed - Prism Stack,"San Francisco, California, United States",Foundational AI,Prism Stack,Seed,"$9,400,000","May 13, 2026",1,Aurora Group,Seed
Series A - Synth Technologies,"San Francisco, California, United States","AI Infrastructure, Agentic AI, Generative AI",Synth Technologies,Series A,"$22,200,000","Apr 12, 2026",2,Apex Partners,Early Stage Venture
Seed - Umbra Scale,"Boston, Massachusetts, United States","SaaS, Generative AI, AI Infrastructure",Umbra Scale,Seed,"$3,100,000","Aug 27, 2025",4,Brightwater VC,Seed
Seed - Onyx Layer,"Toronto, Ontario, Canada","Generative AI, SaaS, AI Infrastructure",Onyx Layer,Seed,"$5,600,000","Jul 29, 2025",1,"Summit Capital Partners, Union Square Capital",Seed
Series B - Nova.ai,"Cambridge, Massachusetts, United States","Generative AI, AI Infrastructure",Nova.ai,Series B,"$88,200,000","Feb 24, 2026",2,Bay Capital,Early Stage Venture
Series B - Forge Sense,"Boston, Massachusetts, United States","AI Infrastructure, Agentic AI",Forge Sense,Series B,"$52,700,000","Nov 8, 2025",6,"Harbor Growth, Keystone Fund",Early Stage Venture
Seed - Hyper Cloud,"New York, New York, United States","Agentic AI, AI Infrastructure",Hyper Cloud,Seed,"$10,400,000","Jul 5, 2025",4,"Apex Ventures, Northstar Growth",Seed
Series C - Anchor Stack,"Seattle, Washington, United States","Generative AI, AI Infrastructure",Anchor Stack,Series C,"$657,000,000","Sep 18, 2025",7,Harbor Ventures,Late Stage Venture
Series A - Cascade Works,"Palo Alto, California, United States","Generative AI, SaaS",Cascade Works,Series A,"$14,500,000","Feb 24, 2026",2,Greylock Capital,Early Stage Venture
Series A - Dynefable AI,"San Francisco, California, United States","SaaS, Foundational AI",Dynefable AI,Series A,"$59,300,000","Jan 11, 2026",5,Harbor Ventures,Early Stage Venture
Series B - Cipher Labs,"Los Angeles, California, United States",Agentic AI,Cipher Labs,Series B,"$50,300,000","Dec 26, 2025",4,Aurora Group,Early Stage Venture
Series B - Helix Layer,"San Jose, California, United States","Agentic AI, SaaS",Helix Layer,Series B,"$52,100,000","Jun 12, 2025",3,"Lighthouse Capital, North Group",Early Stage Venture
Series B - Quant Compute,"Montreal, Quebec, Canada","SaaS, Generative AI",Quant Compute,Series B,"$143,200,000","Apr 14, 2026",5,Apex Ventures,Early Stage Venture
Series A - Iris AI,"New York, New York, United States","Generative AI, Agentic AI",Iris AI,Series A,"$21,600,000","Dec 19, 2025",5,"Sterling VC, Foundry VC",Early Stage Venture
Seed - Vail Sense,"New York, New York, United States",Generative AI,Vail Sense,Seed,"$1,200,000","Oct 9, 2025",3,"Beacon Ventures, Harbor Partners",Seed
Series A - Cipher Dynamics,"San Jose, California, United States",Agentic AI,Cipher Dynamics,Series A,"$11,200,000","Sep 6, 2025",3,"Foundry VC, Sterling Capital Partners",Early Stage Venture
Series A - Onyx Intelligence,"Seattle, Washington, United States","Generative AI, SaaS",Onyx Intelligence,Series A,"$50,400,000","May 11, 2026",3,Northstar Growth,Early Stage Venture
Series C - Tilde Technologies,"Austin, Texas, United States","SaaS, Agentic AI",Tilde Technologies,Series C,"$169,900,000","Sep 21, 2025",4,Pinnacle VC,Late Stage Venture
Series C - Cortex Logic,"San Francisco, California, United States","SaaS, Generative AI",Cortex Logic,Series C,"$99,500,000","May 20, 2026",4,Greylock Capital,Late Stage Venture
Series C - Ember Logic,"Los Angeles, California, United States","Agentic AI, Foundational AI",Ember Logic,Series C,"$223,500,000","Feb 11, 2026",5,"Apex Capital, Crescent Fund",Late Stage Venture
Series B - Fable Cloud,"New York, New York, United States","SaaS, Foundational AI",Fable Cloud,Series B,"$88,000,000","Oct 17, 2025",5,Westbrook Capital Partners,Early Stage Venture
Series B - Vergebeacon Systems,"New York, New York, United States",SaaS,Vergebeacon Systems,Series B,"$61,200,000","Apr 13, 2026",4,Catalyst Capital,Early Stage Venture
Seed - Aether,"Mountain View, California, United States",Generative AI,Aether,Seed,"$3,100,000","Jun 7, 2025",4,"Summit Ventures, Sterling Capital Partners",Seed
Seed - Stratabeacon Flow,"San Francisco, California, United States","AI Infrastructure, Generative AI",Stratabeacon Flow,Seed,"$5,600,000","Sep 9, 2025",2,"Summit Capital Partners, North Group",Seed
Series B - Sage Intelligence,"San Francisco, California, United States",Agentic AI,Sage Intelligence,Series B,"$54,200,000","Sep 24, 2025",2,"Lakeside Capital, Brightwater Fund",Early Stage Venture
Seed - Sparksolace.ai,"New York, New York, United States","SaaS, Agentic AI",Sparksolace.ai,Seed,"$7,300,000","Sep 16, 2025",3,"Compass Capital Partners, Summit Ventures",Seed
Series B - Larq Layer,"Atlanta, Georgia, United States",SaaS,Larq Layer,Series B,"$214,400,000","Apr 26, 2026",3,"Apex Partners, Catalyst Ventures",Early Stage Venture
Series B - Frameketl Layer,"New York, New York, United States",Agentic AI,Frameketl Layer,Series B,"$40,700,000","Jul 28, 2025",4,"Ascent VC, Sterling VC",Early Stage Venture
Series C - Brimaether Scale,"Mountain View, California, United States","Agentic AI, Generative AI",Brimaether Scale,Series C,"$1,766,500,000","Feb 3, 2026",4,"Stonebridge Group, Sterling Capital",Late Stage Venture
Seed - Helix,"San Francisco, California, United States","SaaS, Generative AI",Helix,Seed,"$3,600,000","Aug 24, 2025",1,Summit Group,Seed
Series A - Nimbuslumin Flow,"Cambridge, Massachusetts, United States",SaaS,Nimbuslumin Flow,Series A,"$5,200,000","Oct 5, 2025",4,Brightwater Capital Partners,Early Stage Venture
Series D - Latenthalo Dynamics,"Seattle, Washington, United States",SaaS,Latenthalo Dynamics,Series D,"$376,500,000","Sep 6, 2025",7,"Aurora Ventures, Aurora Group",Late Stage Venture
Seed - Prism Logic,"San Francisco, California, United States","AI Infrastructure, SaaS",Prism Logic,Seed,"$3,900,000","Jan 27, 2026",4,Ascent Capital,Seed
Series A - Sift AI,"San Francisco, California, United States","Foundational AI, Agentic AI",Sift AI,Series A,"$16,200,000","Mar 11, 2026",3,"Granite Capital Partners, Apex Partners",Early Stage Venture
Series A - Sable Scale,"San Diego, California, United States","SaaS, AI Infrastructure, Generative AI",Sable Scale,Series A,"$26,200,000","Aug 7, 2025",3,Stonebridge Capital,Early Stage Venture
Series D - Cogni.ai,"Mountain View, California, United States","Generative AI, Agentic AI, SaaS",Cogni.ai,Series D,"$384,000,000","May 17, 2026",8,"Aurora Ventures, Pinnacle Capital Partners",Late Stage Venture
Series A - Hyper Flow,"Toronto, Ontario, Canada",SaaS,Hyper Flow,Series A,"$25,900,000","Jul 5, 2025",2,Vista Capital,Early Stage Venture
Series A - Helix Scale,"Los Angeles, California, United States","Generative AI, SaaS",Helix Scale,Series A,"$89,500,000","Sep 21, 2025",5,Compass Capital Partners,Early Stage Venture
Seed - Grove Logic,"Mountain View, California, United States","AI Infrastructure, Generative AI",Grove Logic,Seed,"$3,000,000","Oct 7, 2025",1,"Brightwater Partners, Compass Capital Partners",Seed
Seed - Emberkeystone Systems,"San Jose, California, United States",SaaS,Emberkeystone Systems,Seed,"$1,500,000","Mar 23, 2026",4,Stonebridge Capital,Seed
Series A - Ketl Compute,"San Francisco, California, United States","Foundational AI, SaaS",Ketl Compute,Series A,"$93,000,000","May 5, 2026",2,Union Square Capital Partners,Early Stage Venture
Series D - Coda Flow,"Boston, Massachusetts, United States","SaaS, Agentic AI",Coda Flow,Series D,"$267,600,000","Jan 29, 2026",4,Northstar VC,Late Stage Venture
Series A - Strata Technologies,"New York, New York, United States","Generative AI, SaaS",Strata Technologies,Series A,"$31,500,000","Mar 23, 2026",5,"North Group, Pinnacle Capital Partners",Early Stage Venture
Seed - Arc Systems,"New York, New York, United States","Generative AI, SaaS",Arc Systems,Seed,"$2,700,000","Mar 24, 2026",3,Aurora Capital,Seed
Seed - Apex AI,"New York, New York, United States",AI Infrastructure,Apex AI,Seed,"$5,000,000","Feb 1, 2026",1,"Aurora Group, Sterling Capital Partners",Seed
Series A - Vail Layer,"Toronto, Ontario, Canada","Agentic AI, Generative AI",Vail Layer,Series A,"$32,200,000","May 20, 2026",2,Northstar Ventures,Early Stage Venture
Seed - Prism Grid,"Cambridge, Massachusetts, United States",Agentic AI,Prism Grid,Seed,"$2,600,000","Sep 4, 2025",4,Frontier Ventures,Seed
Series C - Synth Compute,"San Francisco, California, United States","Agentic AI, AI Infrastructure",Synth Compute,Series C,"$189,400,000","Jan 5, 2026",5,Union Square VC,Late Stage Venture
Series C - Tess,"Cambridge, Massachusetts, United States","SaaS, Agentic AI",Tess,Series C,"$98,400,000","Oct 5, 2025",5,"Frontier Growth, Meridian Partners",Late Stage Venture
Series B - Nexa Stack,"New York, New York, United States",Generative AI,Nexa Stack,Series B,"$147,000,000","Oct 3, 2025",4,Compass Ventures,Early Stage Venture
Seed - Cogni Sense,"Chicago, Illinois, United States","Generative AI, AI Infrastructure",Cogni Sense,Seed,"$5,600,000","Mar 31, 2026",3,Harbor Ventures,Seed
Series A - Pace Sense,"Toronto, Ontario, Canada","SaaS, AI Infrastructure",Pace Sense,Series A,"$17,200,000","Mar 20, 2026",5,Harbor Growth,Early Stage Venture
Seed - Beacon Core,"New York, New York, United States","SaaS, Agentic AI",Beacon Core,Seed,"$5,300,000","Oct 4, 2025",1,Summit Ventures,Seed
Series A - Lumin Technologies,"Washington, District of Columbia, United States","Agentic AI, Generative AI",Lumin Technologies,Series A,"$15,300,000","Apr 1, 2026",5,Granite Capital,Early Stage Venture
Seed - Bloom Intelligence,"Palo Alto, California, United States","Foundational AI, Generative AI",Bloom Intelligence,Seed,"$6,500,000","Nov 15, 2025",4,Union Square VC,Seed
Seed - Strata Intelligence,"San Francisco, California, United States","AI Infrastructure, Generative AI, Agentic AI",Strata Intelligence,Seed,"$5,400,000","Sep 8, 2025",3,Crescent Capital,Seed
Seed - Wren Core,"Austin, Texas, United States",Generative AI,Wren Core,Seed,"$5,300,000","Jun 15, 2025",1,Pinnacle Fund,Seed
Seed - Halo Systems,"Vancouver, British Columbia, Canada","Generative AI, SaaS",Halo Systems,Seed,"$3,000,000","Sep 5, 2025",1,Vista Fund,Seed
Seed - Zenithtess Labs,"Cambridge, Massachusetts, United States",SaaS,Zenithtess Labs,Seed,"$1,800,000","Nov 20, 2025",2,Sterling Capital Partners,Seed
Series A - Synthanchor Technologies,"New York, New York, United States",SaaS,Synthanchor Technologies,Series A,"$24,300,000","Oct 8, 2025",5,Stonebridge Group,Early Stage Venture
Series B - Delve Logic,"San Francisco, California, United States",SaaS,Delve Logic,Series B,"$62,900,000","Apr 9, 2026",4,"Vista Fund, Westbrook Growth",Early Stage Venture
Series C - Aetherpylon Intelligence,"Toronto, Ontario, Canada",Generative AI,Aetherpylon Intelligence,Series C,"$217,400,000","Feb 5, 2026",4,Stonebridge Capital,Late Stage Venture
Seed - Wrenvela AI,"Montreal, Quebec, Canada","SaaS, Generative AI, Foundational AI",Wrenvela AI,Seed,"$9,300,000","Dec 9, 2025",1,Highland Ventures,Seed
Series C - Frame.ai,"New York, New York, United States",SaaS,Frame.ai,Series C,"$131,500,000","Dec 29, 2025",3,"Westbrook Capital Partners, Crescent Capital",Late Stage Venture
Series C - Rune Dynamics,"Toronto, Ontario, Canada",Agentic AI,Rune Dynamics,Series C,"$50,000,000","Nov 21, 2025",7,"Stonebridge Group, Crescent Capital",Late Stage Venture
Seed - Pace Stack,"Toronto, Ontario, Canada","SaaS, Agentic AI",Pace Stack,Seed,"$3,800,000","Oct 6, 2025",2,Union Square Capital Partners,Seed
Series B - Vertex Scale,"Toronto, Ontario, Canada",Generative AI,Vertex Scale,Series B,"$76,200,000","Jul 8, 2025",5,"Bay Capital, Meridian Partners",Early Stage Venture
Series B - Apex.ai,"Cambridge, Massachusetts, United States","SaaS, Agentic AI",Apex.ai,Series B,"$34,800,000","Jul 27, 2025",5,Aurora Ventures,Early Stage Venture
Seed - Prism Scale,"San Francisco, California, United States","Agentic AI, Generative AI",Prism Scale,Seed,"$2,700,000","Dec 10, 2025",2,Northstar Fund,Seed
Series B - Lumen Intelligence,"Los Angeles, California, United States",SaaS,Lumen Intelligence,Series B,"$30,000,000","Jun 10, 2025",4,Pinnacle Growth,Early Stage Venture
Series A - Frame AI,"San Francisco, California, United States","SaaS, Generative AI",Frame AI,Series A,"$13,600,000","May 17, 2026",4,Vista Fund,Early Stage Venture
Seed - Strata Flow,"Seattle, Washington, United States","Foundational AI, AI Infrastructure",Strata Flow,Seed,"$11,500,000","Jan 18, 2026",4,North VC,Seed
Seed - Vertexarc Scale,"San Francisco, California, United States",Generative AI,Vertexarc Scale,Seed,"$4,600,000","Aug 17, 2025",3,Northstar Fund,Seed
Series C - Mosaic Cloud,"Austin, Texas, United States","SaaS, Generative AI, Agentic AI",Mosaic Cloud,Series C,"$112,100,000","Aug 18, 2025",6,Pinnacle Ventures,Late Stage Venture
Series B - Lumen Systems,"Palo Alto, California, United States","SaaS, Generative AI",Lumen Systems,Series B,"$57,100,000","Jul 20, 2025",3,Highland Fund,Early Stage Venture
Seed - Prismorbit Compute,"San Francisco, California, United States","SaaS, Generative AI",Prismorbit Compute,Seed,"$5,300,000","Jul 28, 2025",3,Harbor Partners,Seed
Series A - Synth.ai,"San Francisco, California, United States","SaaS, Generative AI",Synth.ai,Series A,"$13,700,000","Nov 6, 2025",4,"Apex Partners, Aurora Group",Early Stage Venture
Seed - Parse Flow,"Washington, District of Columbia, United States",AI Infrastructure,Parse Flow,Seed,"$12,800,000","Jan 9, 2026",2,Compass Capital Partners,Seed
Seed - Sparkstrata Compute,"San Francisco, California, United States","SaaS, Agentic AI",Sparkstrata Compute,Seed,"$3,600,000","Oct 8, 2025",2,"Frontier Ventures, Northstar Capital",Seed
Series B - Forge Systems,"Cambridge, Massachusetts, United States","SaaS, Agentic AI, AI Infrastructure",Forge Systems,Series B,"$92,000,000","Mar 22, 2026",6,Summit Capital Partners,Early Stage Venture
Series A - Cogni Labs,"New York, New York, United States",SaaS,Cogni Labs,Series A,"$11,100,000","Jun 2, 2025",2,Summit Group,Early Stage Venture
Series B - Mara Compute,"Boston, Massachusetts, United States","Generative AI, AI Infrastructure",Mara Compute,Series B,"$83,900,000","May 24, 2026",5,Highland Partners,Early Stage Venture
Series B - Vector Sense,"New York, New York, United States","SaaS, Generative AI, Foundational AI",Vector Sense,Series B,"$77,200,000","Jul 13, 2025",6,Frontier Ventures,Early Stage Venture
Series C - Cipher Technologies,"San Diego, California, United States","SaaS, Foundational AI, AI Infrastructure",Cipher Technologies,Series C,"$216,800,000","Jul 21, 2025",7,"Union Square Capital, Harbor Capital Partners",Late Stage Venture
Series C - Cogni Flow,"New York, New York, United States","AI Infrastructure, SaaS",Cogni Flow,Series C,"$132,200,000","Apr 19, 2026",5,"North VC, Aurora Group",Late Stage Venture
Series A - Cobalt Systems,"New York, New York, United States","Foundational AI, SaaS, AI Infrastructure",Cobalt Systems,Series A,"$42,800,000","Feb 13, 2026",2,Crescent Fund,Early Stage Venture
Series A - Quill Logic,"San Francisco, California, United States","AI Infrastructure, Agentic AI",Quill Logic,Series A,"$38,600,000","Dec 6, 2025",5,North VC,Early Stage Venture
Series A - Sage Sense,"Toronto, Ontario, Canada",SaaS,Sage Sense,Series A,"$9,500,000","May 10, 2026",5,"Keystone Ventures, Beacon Ventures",Early Stage Venture
Series B - Dynecoda Grid,"New York, New York, United States","AI Infrastructure, Foundational AI, Agentic AI",Dynecoda Grid,Series B,"$62,400,000","Feb 4, 2026",2,Harbor VC,Early Stage Venture
Series B - Arc Sense,"San Francisco, California, United States","AI Infrastructure, Agentic AI",Arc Sense,Series B,"$71,300,000","Apr 19, 2026",4,Granite Capital,Early Stage Venture
Series A - Wrenlattice Scale,"Mountain View, California, United States","SaaS, Generative AI",Wrenlattice Scale,Series A,"$27,600,000","Dec 19, 2025",2,North VC,Early Stage Venture
Seed - Solacerune Labs,"San Francisco, California, United States","Generative AI, AI Infrastructure, SaaS",Solacerune Labs,Seed,"$4,700,000","Sep 22, 2025",1,Foundry Group,Seed
Series A - Rune Scale,"Cambridge, Massachusetts, United States",AI Infrastructure,Rune Scale,Series A,"$23,300,000","Jul 25, 2025",4,Pinnacle VC,Early Stage Venture
Seed - Neurvertex Intelligence,"Austin, Texas, United States","Agentic AI, Foundational AI, Generative AI",Neurvertex Intelligence,Seed,"$11,800,000","Apr 2, 2026",3,"Brightwater Fund, Pinnacle Capital Partners",Seed
Series A - Rune Stack,"Boston, Massachusetts, United States",Generative AI,Rune Stack,Series A,"$19,900,000","Jun 10, 2025",2,Summit Capital Partners,Early Stage Venture
